team,team_id,player_id,player_name,position,known_name,first_name,last_name,shirtNumber,played_time,appearances,played_games,starts,sub_on,sub_off,offsides,dribbles_successful,dribbles_unsuccessful,keypasses,assists,assists_intentional,assists_second_goal,through_balls,goals_conceded,goals_conceded_penalty,goals_conceded_outside_box,goals_conceded_inside_box,goals,goals_from_inside_box,goals_from_outside_box,goals_right_foot,goals_left_foot,goals_headed,goals_penalty,penalty_taken,shots_total,shots_on_target_include_goals,shots_off_target_include_woodwork,shots_hit_woodwork,shots_blocked,shots_attempts_from_set_pieces,passes_total,passes_total_exc_crosses_and_corners_succesful,passes_total_exc_crosses_and_corners_unsuccesful,passes_open_play,passes_open_play_successful,passes_backward,passes_forward,passes_leftside,passes_rightside,passes_short_successful,passes_short_unsuccessful,passes_long_successful,passes_long_unsuccessful,passes_own_half_successful,passes_own_half_unsuccessful,passes_opposition_half_successful,passes_opposition_half_unsuccessful,crosses_open_play_successful,crosses_open_play_unsuccessful,crosses_and_corners_unsuccessful,crosses_and_corners_successful,corners_won,corners_taken_include_short_corners,corners_into_box_successful,corners_into_box_unsuccessful,duels_total,duels_won,duels_lost,duels_ground_total,duels_ground_won,duels_ground_lost,duels_aerial_total,duels_aerial_won,duels_aerial_lost,tackles_total,tackles_won,tackles_lost,tackles_last_man,clearances,interceptions,recoveries,blocks
Leganés,957,112991,Kenneth Omeruo,Defender,,Kenneth,Omeruo,4,1878,23,23,22,1,5,,4,,5,,,,,30,4,3,27,1,1,,1,,,,,4,1,3,,,,664,468,196,646,453,37,310,159,158,389,92,79,104,333,69,137,128,2,1,1,2,1,,,,165,108,57,60,38,22,105,70,35,28,17,11,,108,35,105,12
Leganés,957,59945,Rubén Pérez,Midfielder,,Rubén,Pérez,21,2196,26,26,25,1,3,,15,11,6,1,1,,1,29,3,3,26,1,1,,1,,,1,1,13,3,10,,8,,1124,874,250,1084,842,103,448,273,300,786,145,88,105,426,69,448,187,,6,6,,5,,,,248,140,108,182,105,77,66,35,31,49,27,22,,25,38,205,4
Leganés,957,213572,Christian Rivera,Midfielder,,Christian,Rivera,14,309,5,5,3,2,,,2,1,1,,,,,8,2,,8,,,,,,,,,,,,,1,,120,100,20,119,100,15,45,37,23,92,16,8,4,64,5,37,16,1,1,1,1,,,,,35,18,17,24,12,12,11,6,5,6,4,2,,6,4,25,3
Leganés,957,116626,Kévin Manuel Rodrigues,Defender,Kévin Rodrigues,Kévin Manuel,Rodrigues,24,1938,27,27,22,5,6,2,36,15,31,2,2,,1,25,2,2,23,1,,1,,1,,,,18,8,10,,6,2,565,413,152,546,398,91,204,60,210,391,127,22,25,173,40,277,218,17,68,106,37,13,41,11,24,299,144,155,226,121,105,73,23,50,57,31,26,,23,31,102,3
Leganés,957,223757,Óscar Rodríguez,Midfielder,,Óscar,Rodríguez,27,1923,30,30,22,8,15,1,43,41,29,2,2,,4,34,4,4,30,9,3,6,8,1,,2,2,53,28,25,1,9,16,704,519,185,647,468,134,226,213,131,482,147,37,38,165,38,380,217,10,30,70,26,14,41,14,20,273,122,151,214,101,113,59,21,38,24,11,13,,11,14,110,
Leganés,957,48832,Roberto Rosales,Defender,,Roberto,Rosales,16,1874,25,25,21,4,7,2,11,10,24,1,1,1,,25,,3,22,,,,,,,,,5,1,4,,4,4,643,457,186,634,449,120,261,230,32,420,115,37,71,167,47,307,202,13,57,63,17,9,7,1,3,200,86,114,131,60,71,69,26,43,42,23,19,,39,30,99,4
Leganés,957,441303,Aitor Ruibal,Forward,,Aitor,Ruibal,19,1215,25,25,13,12,8,6,33,27,12,,,,,13,4,2,11,,,,,,,,,10,3,7,,6,,346,268,78,343,265,79,105,126,36,255,56,13,22,94,12,178,91,3,25,25,4,13,1,1,,198,79,119,170,73,97,28,6,22,27,17,10,,9,8,82,1
Leganés,957,116132,Jonathan Silva,Defender,,Jonathan,Silva,5,2787,33,33,32,1,3,4,15,13,28,2,2,,1,45,5,5,40,1,1,,,1,,,,14,4,10,1,6,3,1010,729,281,962,698,116,478,55,361,683,176,46,105,337,86,426,294,29,84,99,34,21,13,3,9,296,150,146,210,111,99,86,39,47,60,34,26,,43,34,128,4
Leganés,957,53020,Dimitrios Siovas,Defender,,Dimitrios,Siovas,22,1922,24,24,23,1,5,3,7,1,3,,,,1,25,2,3,22,,,,,,,,,10,4,6,,2,,785,547,238,756,529,76,385,97,227,484,109,63,129,364,73,185,172,2,7,7,2,3,,,,217,137,80,90,57,33,127,80,47,42,31,11,,68,46,108,1
Leganés,957,178874,Juan Soriano,Goalkeeper,,Juan,Soriano,13,990,11,11,11,,,,,,,,,,,18,5,3,15,,,,,,,,,1,1,,,,,239,107,132,124,59,,199,25,15,53,,54,132,70,11,37,121,,,,,1,,,,4,3,1,1,,1,3,3,,,,,,4,,90,
Leganés,957,210419,Rodrigo Tarín,Defender,,Rodrigo,Tarín,15,951,14,14,12,2,3,,,,,,,,,17,3,1,16,,,,,,,,,2,,2,,,,262,199,63,253,191,13,125,65,59,176,26,23,37,151,24,48,39,,,,,,,,,53,32,21,26,16,10,27,16,11,10,7,3,,49,9,32,3
