team,team_id,player_id,player_name,position,known_name,first_name,last_name,shirtNumber,played_time,appearances,played_games,starts,sub_on,sub_off,offsides,dribbles_successful,dribbles_unsuccessful,keypasses,assists,assists_intentional,assists_second_goal,through_balls,goals_conceded,goals_conceded_penalty,goals_conceded_outside_box,goals_conceded_inside_box,goals,goals_from_inside_box,goals_from_outside_box,goals_right_foot,goals_left_foot,goals_headed,goals_penalty,penalty_taken,shots_total,shots_on_target_include_goals,shots_off_target_include_woodwork,shots_hit_woodwork,shots_blocked,shots_attempts_from_set_pieces,passes_total,passes_total_exc_crosses_and_corners_succesful,passes_total_exc_crosses_and_corners_unsuccesful,passes_open_play,passes_open_play_successful,passes_backward,passes_forward,passes_leftside,passes_rightside,passes_short_successful,passes_short_unsuccessful,passes_long_successful,passes_long_unsuccessful,passes_own_half_successful,passes_own_half_unsuccessful,passes_opposition_half_successful,passes_opposition_half_unsuccessful,crosses_open_play_successful,crosses_open_play_unsuccessful,crosses_and_corners_unsuccessful,crosses_and_corners_successful,corners_won,corners_taken_include_short_corners,corners_into_box_successful,corners_into_box_unsuccessful,duels_total,duels_won,duels_lost,duels_ground_total,duels_ground_won,duels_ground_lost,duels_aerial_total,duels_aerial_won,duels_aerial_lost,tackles_total,tackles_won,tackles_lost,tackles_last_man,clearances,interceptions,recoveries,blocks
Espanyol,177,86527,Facundo Ferreyra,Forward,,Facundo,Ferreyra,9,566,16,16,5,11,4,5,3,,4,,,,,9,1,,9,1,1,,,1,,,,7,5,2,,,,113,68,45,105,60,33,28,25,27,66,43,2,2,22,7,47,40,1,2,2,1,6,,,,116,43,73,58,19,39,58,24,34,9,4,5,,5,2,17,
Espanyol,177,100692,Edinaldo Gomes Pereira,Defender,Naldo,Edinaldo,Gomes Pereira,5,1331,18,18,15,3,2,2,3,1,2,1,,,,23,3,1,22,,,,,,,,,6,,6,,3,,676,563,113,648,537,40,249,228,159,509,62,54,51,411,43,153,71,1,1,1,1,2,,,,125,60,65,62,30,32,63,30,33,24,13,11,,50,21,68,7
Espanyol,177,46998,Esteban Granero,Midfielder,,Esteban,Granero,23,472,11,11,5,6,4,,8,1,11,,,,2,11,,,11,1,1,,1,,,,,7,7,,,,,198,153,45,180,140,43,60,34,61,143,35,10,10,65,3,95,57,1,6,15,7,2,11,5,5,78,32,46,54,23,31,24,9,15,10,4,6,,4,2,28,2
Espanyol,177,437481,Víctor Gómez,Defender,,Víctor,Gómez,34,1268,18,18,14,4,2,,6,8,11,,,,,25,2,2,23,,,,,,,,,3,,3,,2,,495,350,145,487,342,119,169,178,29,327,104,23,41,175,44,191,146,16,44,45,16,10,1,,1,122,54,68,84,40,44,38,14,24,13,5,8,,24,21,84,
Espanyol,177,56249,Ander Iturraspe,Midfielder,,Ander,Iturraspe,8,240,8,8,3,5,3,,1,,,,,,,4,,1,3,,,,,,,,,,,,,,,74,54,20,74,54,13,34,11,16,51,14,3,6,32,5,22,15,,,,,,,,,29,13,16,11,4,7,18,9,9,2,,2,,7,1,19,
Espanyol,177,227172,Pol Lozano,Midfielder,,Pol,Lozano,26,171,5,5,2,3,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,84,75,9,84,75,20,17,26,21,69,7,6,2,42,4,33,6,,,1,,,1,,1,17,6,11,16,5,11,1,1,,5,3,2,,1,1,21,
Espanyol,177,11129,David López,Defender,David López,David,López,15,2462,32,32,29,3,9,1,4,2,12,2,1,,1,40,5,1,39,4,4,,,,4,,,13,11,2,,3,,1382,1106,276,1337,1067,129,556,416,281,1014,161,92,115,645,90,465,194,4,8,8,4,5,,,,276,143,133,138,64,74,138,79,59,38,20,18,1,59,35,187,13
Espanyol,177,16021,Diego López,Goalkeeper,Diego López,Diego,López,13,3233,36,36,36,,,,3,,1,,,,,58,6,3,55,,,,,,,,,,,,,,,1017,551,466,456,285,1,754,129,133,300,4,251,462,370,69,181,397,,,,,,,,,18,16,2,11,10,1,7,6,1,2,2,,1,23,2,347,
Espanyol,177,215686,Lluís López,Defender,,Lluís,López,6,299,4,4,3,1,,,1,,,,,,,7,,,7,,,,,,,,,1,,1,,1,,239,212,27,232,205,10,62,92,75,202,21,10,6,163,10,50,18,1,1,1,1,1,,,,18,12,6,9,6,3,9,6,3,4,2,2,,6,1,8,
Espanyol,177,78333,Javier López Rodríguez,Defender,Javi López,Javier,López Rodríguez,16,1386,17,17,16,1,3,,17,8,10,,,,,22,2,2,20,,,,,,,,,1,,1,,2,,537,382,155,529,374,105,231,176,25,350,95,32,60,195,43,198,136,11,24,24,11,2,,,,197,113,84,148,86,62,49,27,22,48,34,14,,33,21,109,6
Espanyol,177,488401,Nicolás Melamed,Midfielder,,Nicolás,Melamed,33,180,6,6,2,4,2,,7,3,5,,,,,,,,,,,,,,,,,3,3,,,1,,67,53,14,67,53,14,19,6,28,51,12,2,2,14,5,41,11,1,2,2,2,,1,1,,41,17,24,33,16,17,8,1,7,3,1,2,,,1,9,
Espanyol,177,243718,Óscar Melendo,Midfielder,,Óscar,Melendo,14,1112,24,24,12,12,10,,9,6,13,,,,,18,3,,18,,,,,,,,,2,,2,,1,,343,287,56,340,284,96,82,114,51,278,48,9,8,86,12,203,54,2,7,10,2,1,3,,3,118,65,53,96,59,37,22,6,16,10,4,6,,3,2,44,2
Espanyol,177,49442,Oier Olazábal,Goalkeeper,,Oier,Olazábal,25,180,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,37,11,31,25,,18,12,18,27,,10,11,33,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,21,
Espanyol,177,446990,Adrià Pedrosa,Defender,,Adrià,Pedrosa,3,1082,20,20,11,9,3,2,16,14,4,,,,2,19,2,1,18,1,1,,,1,,,,11,5,6,,1,,367,283,84,358,275,118,106,13,130,267,52,16,32,159,24,128,87,4,26,27,4,3,1,,,122,62,60,100,52,48,22,10,12,19,13,6,,24,11,66,1
Espanyol,177,51271,Pablo Piatti,Midfielder,,Pablo,Piatti,19,53,3,3,,3,,1,1,,,,,,,3,1,,3,,,,,,,,,,,,,3,,21,18,3,20,17,6,4,4,7,18,2,,1,5,,13,9,,2,6,,1,3,,3,7,6,1,6,5,1,1,1,,2,2,,,1,,3,
Espanyol,177,234370,Marc Roca,Midfielder,,Marc,Roca,21,3019,35,35,35,,11,,15,11,27,1,1,,2,52,5,2,50,2,2,,,2,,2,2,16,5,11,,16,3,1670,1355,315,1616,1314,146,643,414,467,1206,196,149,119,594,77,779,275,5,17,37,18,11,19,6,10,363,151,212,280,117,163,83,34,49,82,52,30,,50,32,210,10
Espanyol,177,203151,Kevin Soni,Forward,,Kevin,Soni,36,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,,1,1,,1,1,,,,,1,1,,,,,,,,,2,,2,2,,2,,,,,,,,,,1,
Espanyol,177,49267,Víctor Sánchez,Midfielder,,Víctor,Sánchez,4,1691,25,25,20,5,7,,12,4,23,1,1,,,30,3,2,28,,,,,,,,,9,1,8,1,1,1,864,696,168,824,667,160,287,253,164,655,115,41,53,326,39,388,182,8,39,53,18,5,23,9,7,291,146,145,215,106,109,76,40,36,66,36,30,,22,27,116,8
Espanyol,177,210424,Matías Vargas,Midfielder,,Matías,Vargas,22,1020,21,21,10,11,6,2,26,21,14,3,3,,4,17,2,1,16,,,,,,,,,11,2,9,1,10,1,339,234,105,328,226,68,99,76,96,226,88,8,17,72,19,171,117,4,23,31,9,12,15,5,8,161,62,99,145,60,85,16,2,14,13,5,8,,4,3,68,2
Espanyol,177,59790,Dídac Vilá,Defender,,Dídac,Vilá,17,2493,30,30,28,2,4,2,9,8,17,,,,,41,4,2,39,,,,,,,,,13,3,10,1,3,,1001,692,309,986,680,177,435,42,347,633,202,59,107,362,95,339,266,9,52,52,9,18,1,,,325,168,157,192,105,87,133,63,70,74,42,32,,56,39,116,5
Espanyol,177,116730,Lei Wu,Forward,Wu Lei,Lei,Wu,7,1722,33,33,21,12,17,15,15,12,17,,,,,27,1,1,26,4,4,,4,,,,,36,15,21,,9,,282,195,87,272,185,69,70,89,54,189,77,6,10,77,24,123,85,5,22,22,5,13,,,,195,76,119,113,42,71,82,34,48,13,7,6,,14,15,55,1
Espanyol,177,119403,Raúl de Tomás,Forward,,Raúl,de Tomás,11,1073,14,14,11,3,2,7,30,15,6,,,,2,12,2,1,11,4,4,,2,,2,1,1,28,14,14,1,7,3,264,206,58,240,182,88,44,62,70,189,51,17,7,81,12,126,55,1,9,9,1,10,,,,202,89,113,128,62,66,74,27,47,9,7,2,,4,10,34,1
Espanyol,177,250887,Gonzalo Ávila,Defender,Pipa,Gonzalo,Ávila,2,473,7,7,5,2,1,,4,6,4,,,,,8,1,,8,,,,,,,,,1,1,,,,,152,111,41,147,107,41,59,45,7,104,23,7,18,60,19,55,42,4,20,20,4,4,,,,48,26,22,33,18,15,15,8,7,9,8,1,,15,6,28,
Barcelona,178,52356,Jordi Alba,Defender,,Jordi,Alba,18,2190,27,27,25,2,4,5,12,9,25,5,4,,3,23,4,1,22,2,2,,,2,,,,6,3,3,,1,,1908,1691,217,1873,1656,400,501,114,893,1627,178,64,39,636,62,1068,207,13,52,52,13,18,2,,,124,56,68,100,50,50,24,6,18,20,13,7,,28,37,129,3
Barcelona,178,92819,Rafael Alcántara do Nascimento,Midfielder,Rafinha,Rafael,Alcántara do Nascimento,12,2305,32,32,27,5,14,2,64,32,26,1,1,,5,32,4,5,27,4,2,2,,3,1,,,22,11,11,2,16,,1430,1250,180,1385,1208,247,362,464,357,1192,150,58,30,487,44,768,169,3,24,33,5,13,11,2,7,467,275,192,411,248,163,56,27,29,74,39,35,,19,34,204,4
Barcelona,178,179271,Carles Aleñá,Midfielder,,Carles,Aleñá,19,901,21,21,9,12,5,3,14,11,4,,,,1,13,3,1,12,1,1,,,1,,,,10,5,5,,3,,538,472,66,534,468,68,124,156,190,452,53,20,13,144,14,328,59,,3,7,,3,4,,3,118,54,64,100,51,49,18,3,15,16,10,6,,1,1,37,1
Barcelona,178,445087,Ronald Araújo,Defender,,Ronald,Araújo,33,236,6,6,2,4,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,207,194,13,204,191,27,55,65,60,188,9,6,4,150,6,44,7,,,,,,,,,19,11,8,7,5,2,12,6,6,3,2,1,,8,,10,2
Barcelona,178,68690,Martin Braithwaite,Forward,,Martin,Braithwaite,19,2337,35,35,25,10,7,10,43,19,15,2,1,,,35,3,4,31,7,6,1,4,3,,,1,44,26,18,1,11,1,487,344,143,483,340,135,116,88,148,336,134,8,9,75,27,269,130,,14,14,,16,,,,330,151,179,192,95,97,138,56,82,15,9,6,,9,5,66,2
Barcelona,178,54104,Sergio Busquets,Midfielder,,Sergio,Busquets,5,2491,33,33,29,4,13,,23,4,20,2,1,1,13,29,5,2,27,2,2,,1,1,,,,7,4,3,,3,,2575,2315,260,2491,2234,262,667,780,866,2207,219,108,41,966,70,1349,191,,1,1,,2,,,,315,192,123,243,154,89,72,38,34,80,44,36,,21,44,219,5
Barcelona,178,200402,Nélson Cabral Semedo,Defender,Nélson Semedo,Nélson,Cabral Semedo,2,2094,32,32,24,8,6,3,48,20,10,2,2,,1,25,4,4,21,1,1,,1,,,,,7,2,5,2,1,,1482,1326,156,1467,1311,341,372,583,186,1274,130,52,26,515,64,815,110,4,18,18,4,18,,,,234,141,93,209,128,81,25,13,12,51,30,21,,22,22,128,3
Barcelona,178,242315,Álex Collado,Midfielder,,Álex,Collado,30,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,1,10,9,1,1,7,1,8,1,1,,1,,8,1,,,,,,,,,2,1,1,,,,2,1,1,,,,,,,1,
Barcelona,178,219438,Ousmane Dembélé,Forward,,Ousmane,Dembélé,11,358,5,5,3,2,,4,14,16,8,,,,1,2,,,2,1,1,,1,,,,,4,2,2,,1,,236,184,52,228,177,49,54,70,63,171,47,13,5,30,11,159,56,3,4,15,5,5,19,2,11,49,22,27,46,21,25,3,1,2,2,2,,,,,14,
Barcelona,178,465607,Anssumane Fati,Forward,Ansu Fati,Anssumane,Fati,31,1026,24,24,11,13,10,4,25,28,17,1,1,,,14,2,2,12,7,6,1,5,1,1,,,25,12,13,1,8,,502,430,72,499,427,206,57,68,171,426,68,4,4,72,9,362,80,1,12,17,4,15,10,3,5,158,66,92,138,58,80,20,8,12,16,8,8,,2,8,41,1
Barcelona,178,443967,Junior Firpo,Defender,,Junior,Firpo,24,1010,17,17,11,6,3,2,9,8,9,1,1,,,11,1,3,8,1,1,,1,,,,,1,1,,,3,,740,657,83,730,649,168,195,44,333,645,72,12,11,282,26,378,62,3,5,5,3,4,,,,120,59,61,94,45,49,26,14,12,23,15,8,,9,17,36,3
Barcelona,178,76650,Antoine Griezmann,Forward,,Antoine,Griezmann,17,2561,35,35,31,4,16,16,20,14,29,4,3,2,7,29,4,5,24,9,8,1,1,7,1,,,40,23,17,1,15,,1117,914,203,1088,885,325,198,267,327,883,183,31,20,206,46,713,174,4,14,17,5,16,7,1,2,199,103,96,140,73,67,59,30,29,33,18,15,,19,12,84,3
Barcelona,178,171101,Clément Lenglet,Defender,,Clément,Lenglet,15,2428,28,28,28,,2,2,5,5,5,1,1,,1,28,6,3,25,2,2,,,1,1,,,10,3,7,,,,2140,1976,164,2086,1924,122,719,457,842,1869,99,107,65,1228,81,748,83,,,,,2,,,,228,133,95,124,69,55,104,64,40,44,31,13,2,74,35,138,15
Barcelona,178,19054,Lionel Messi,Forward,,Lionel,Messi,10,2880,33,33,32,1,1,13,182,81,68,21,20,1,36,30,5,4,26,25,16,9,2,23,,5,5,115,71,44,4,44,43,1975,1631,344,1872,1539,335,640,714,286,1560,308,71,36,269,23,1389,408,6,30,87,27,47,77,16,35,482,283,199,469,273,196,13,10,3,21,10,11,,1,7,56,
Barcelona,178,69752,Norberto Murara Neto,Goalkeeper,Neto,Norberto,Murara Neto,13,180,2,2,2,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,56,49,7,36,32,,29,16,11,44,1,5,6,45,5,4,2,,,,,,,,,1,1,,,,,1,1,,,,,,2,,11,
Barcelona,178,18221,Gerard Piqué,Defender,,Gerard,Piqué,3,3096,35,35,35,,4,,6,2,5,,,,1,36,5,5,31,1,1,,,1,,,,14,7,7,3,,1,2681,2460,221,2580,2362,185,775,1148,573,2309,147,151,74,1529,89,931,132,,,,,1,,,,281,184,97,99,55,44,182,129,53,32,23,9,1,150,36,220,24
Barcelona,178,437765,Ricard Puig,Midfielder,Riqui Puig,Ricard,Puig,28,507,11,11,5,6,3,,12,1,8,2,2,,2,5,2,,5,,,,,,,,,7,5,2,1,1,,422,382,40,416,376,87,70,108,157,366,36,16,4,86,6,297,34,,,,1,2,3,1,,72,35,37,64,34,30,8,1,7,11,7,4,,1,5,27,
Barcelona,178,179369,Carles Pérez,Forward,,Carles,Pérez,27,473,10,10,5,5,3,2,8,9,5,2,1,,3,10,1,1,9,1,1,,,1,,,,9,6,3,,5,,267,223,44,263,220,90,34,104,39,221,39,2,5,38,8,188,49,2,8,13,3,3,7,1,4,64,20,44,54,19,35,10,1,9,7,4,3,,1,1,21,2
Barcelona,178,34703,Ivan Rakitic,Midfielder,,Ivan,Rakitic,4,1584,31,31,16,15,10,1,10,7,15,3,1,,1,15,3,1,14,1,1,,1,,,,,20,7,13,,4,1,1452,1307,145,1409,1265,220,337,455,440,1253,119,54,26,518,34,797,135,,10,24,8,6,31,8,14,174,92,82,136,74,62,38,18,20,27,14,13,,16,15,106,6
Barcelona,178,204043,Arthur Henrique Ramos de Oliveira Melo,Midfielder,Arthur,Arthur Henrique,Ramos de Oliveira Melo,8,1185,21,21,14,7,10,1,31,3,9,3,1,,6,11,1,4,7,3,2,1,3,,,,,6,5,1,,2,,1017,931,86,987,901,169,198,285,365,892,75,39,11,298,28,635,70,,4,12,2,3,14,2,7,137,93,44,128,90,38,9,3,6,15,10,5,,5,4,72,
Barcelona,178,86157,Sergi Roberto,Defender,,Sergi,Roberto,20,2341,30,30,27,3,6,2,17,9,23,2,2,,1,27,4,4,23,1,1,,,1,,,,4,2,2,,2,,2014,1848,166,1989,1823,379,432,889,314,1814,151,34,15,689,38,1169,148,10,20,20,10,8,3,,,197,119,78,146,89,57,51,30,21,35,22,13,,33,33,117,3
Barcelona,178,39336,Luis Suárez,Forward,,Luis,Suárez,9,2001,28,28,22,6,8,18,23,24,18,8,6,,1,18,4,1,17,16,13,3,11,2,3,1,1,63,42,21,4,16,1,654,494,160,617,457,188,108,132,226,470,146,24,14,138,21,360,144,4,5,5,4,17,,,,142,63,79,122,51,71,20,12,8,4,,4,,11,1,36,1
Barcelona,178,462116,Jean-Clair Todibo,Defender,,Jean-Clair,Todibo,0,77,2,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,51,49,2,49,47,6,7,22,16,46,2,3,,37,1,12,1,,,,,,,,,9,3,6,4,1,3,5,2,3,1,,1,,6,,3,
Barcelona,178,88580,Samuel Umtiti,Defender,,Samuel,Umtiti,23,946,13,13,10,3,,1,8,2,,,,,,12,1,2,10,,,,,,,,,,,,,,,803,740,63,772,714,62,270,174,297,714,39,26,24,483,28,257,35,,,,,,,,,95,56,39,58,35,23,37,21,16,11,5,6,,32,22,68,2
Barcelona,178,42565,Arturo Vidal,Midfielder,,Arturo,Vidal,22,1661,33,33,16,17,8,7,8,6,21,2,1,,2,18,4,3,15,8,8,,5,1,2,,,22,14,8,1,3,,1222,1080,142,1208,1066,257,228,408,329,1036,131,44,11,415,29,668,124,3,11,11,3,5,1,,,262,126,136,191,94,97,71,32,39,63,38,25,,12,17,108,7
Barcelona,178,210186,Moussa Wague,Defender,,Moussa,Wague,0,90,1,1,1,,,,3,,,,,,,1,,,1,,,,,,,,,,,,,,,59,52,7,58,51,14,22,20,3,49,5,3,2,20,2,32,11,,6,6,,1,,,,8,6,2,6,5,1,2,1,1,2,1,1,,,1,3,
Barcelona,178,209712,Frenkie de Jong,Midfielder,,Frenkie,de Jong,21,2121,29,29,24,5,9,1,46,11,23,2,2,,6,26,4,3,23,2,2,,2,,,,,4,4,,,,,1636,1502,134,1626,1492,281,390,476,489,1442,123,60,11,550,43,953,93,1,2,2,1,4,1,,,213,117,96,177,103,74,36,14,22,26,19,7,,9,21,139,7
Barcelona,178,77318,Marc-André ter Stegen,Goalkeeper,,Marc-André,ter Stegen,1,3240,36,36,36,,,,,,,2,2,,1,36,6,5,31,,,,,,,,,,,,,,,1253,1083,170,980,846,,623,345,285,859,27,224,143,1025,94,58,76,,,,,,,,,17,15,2,4,3,1,13,12,1,2,2,,1,26,2,266,
Sevilla,179,86173,Manuel Agudo Durán,Forward,Nolito,Manuel,Agudo Durán,8,1224,22,22,13,9,10,11,14,10,15,1,1,,2,14,,1,13,5,4,1,5,,,1,1,26,17,9,1,11,2,471,361,110,459,349,103,144,30,194,332,93,29,17,110,19,256,110,2,13,19,5,8,19,4,5,146,62,84,119,51,68,27,11,16,28,17,11,,4,2,67,1
Sevilla,179,49309,Éver Banega,Midfielder,,Éver,Banega,10,2483,33,33,28,5,12,2,59,22,52,7,7,,9,29,2,3,26,3,2,1,3,,,2,2,24,10,14,2,16,4,2211,1902,309,2081,1781,255,692,502,762,1661,232,241,77,728,80,1222,345,6,35,116,48,19,121,33,65,333,175,158,296,159,137,37,16,21,43,28,15,,4,15,199,1
Sevilla,179,120026,Yassine Bounou,Goalkeeper,,Yassine,Bounou,13,495,6,6,5,1,,,,,,1,1,,,3,1,,3,,,,,,,,,,,,,,,144,99,45,80,64,,87,30,27,58,2,41,43,75,13,24,32,,,,,,,,,3,3,,,,,3,3,,,,,,6,,46,
Sevilla,179,104611,Munas Dabbur,Forward,,Munas,Dabbur,9,24,2,2,,2,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,16,12,4,16,12,3,5,3,5,12,3,,1,,,13,4,1,,,1,1,,,,4,1,3,2,1,1,2,,2,1,1,,,,,1,
Sevilla,179,170864,Munir El Haddadi,Forward,,Munir,El Haddadi,11,1254,21,21,14,7,9,9,19,10,15,2,1,,,10,1,2,8,5,4,1,1,3,1,,,33,17,16,3,12,1,428,338,90,408,318,123,88,106,111,325,79,13,11,123,19,222,97,6,21,26,7,11,9,,2,209,106,103,153,82,71,56,24,32,19,17,2,,8,7,54,
Sevilla,179,234991,Youssef En-Nesyri,Forward,,Youssef,En-Nesyri,15,2173,36,36,22,14,7,29,21,27,10,2,1,,,36,5,4,32,8,7,1,,7,1,,,52,25,27,2,9,,401,239,162,380,218,123,84,96,98,231,152,8,10,85,22,158,151,4,11,11,4,11,,,,422,170,252,167,61,106,255,109,146,15,12,3,,28,10,54,5
Sevilla,179,62991,Sergio Escudero,Defender,,Sergio,Escudero,18,774,11,11,8,3,2,,3,3,6,,,,,11,2,1,10,1,,1,,1,,,,7,6,1,,1,,477,388,89,463,374,91,189,24,173,366,61,22,28,204,38,187,65,3,14,14,3,6,,,,105,65,40,67,40,27,38,25,13,29,16,13,,32,13,37,1
Sevilla,179,103953,Jesús Fernández Saez,Midfielder,Suso,Jesús,Fernández Saez,14,784,17,17,8,9,7,3,19,11,17,1,1,1,6,10,2,1,9,1,,1,,1,,,,13,7,6,,1,2,351,276,75,345,271,75,97,127,52,260,63,16,12,68,14,222,86,9,18,25,14,4,10,1,5,87,40,47,75,36,39,12,4,8,9,4,5,,,2,35,
Sevilla,179,436234,Bryan Gil,Forward,,Bryan,Gil,30,617,14,14,4,10,3,4,14,14,12,,,,1,6,,1,5,1,1,,,1,,,,9,4,5,,5,,206,151,55,201,149,57,48,34,67,150,45,1,10,51,10,107,71,5,22,26,7,3,8,2,4,95,37,58,84,35,49,11,2,9,9,5,4,,,3,44,
Sevilla,179,72154,Nemanja Gudelj,Midfielder,,Nemanja,Gudelj,17,1202,24,24,9,15,,,9,5,2,,,,1,12,2,1,11,,,,,,,,,5,1,4,,2,1,657,593,64,633,572,72,161,230,194,566,45,27,19,377,28,218,37,2,1,1,2,2,,,,132,68,64,89,46,43,43,22,21,20,14,6,,32,12,65,8
Sevilla,179,86151,Sergi Gómez,Defender,,Sergi,Gómez,3,713,13,13,8,5,2,,1,,1,,,,,9,1,1,8,,,,,,,,,1,,1,,2,,495,433,62,484,424,27,163,166,139,399,30,34,32,349,29,84,34,,1,1,,,,,,57,27,30,17,10,7,40,17,23,9,7,2,,29,7,36,6
Sevilla,179,43020,Javier Hernández Balcázar,Forward,Chicharito,Javier,Hernández Balcázar,14,446,9,9,4,5,3,10,,3,3,,,,1,4,,1,3,1,1,,,1,,,,12,6,6,,1,,77,56,21,69,48,22,14,18,23,55,21,1,,15,6,41,18,,3,3,,3,,,,56,27,29,30,16,14,26,11,15,5,3,2,,1,5,7,
Sevilla,179,195364,Joan Jordán,Midfielder,,Joan,Jordán,24,2266,34,34,27,7,17,2,40,14,34,2,2,1,,15,2,1,14,2,1,1,2,,,,,20,7,13,1,9,8,1659,1448,211,1583,1379,282,387,508,482,1309,170,139,41,591,74,885,197,9,30,60,28,13,60,18,25,355,176,179,292,142,150,63,34,29,65,34,31,,20,26,189,5
Sevilla,179,220325,Jules Koundé,Defender,,Jules,Koundé,12,2306,29,29,25,4,1,,18,3,3,1,1,,,22,3,1,21,1,1,,1,,,,,18,5,13,,5,,1448,1244,204,1422,1223,92,569,513,274,1158,112,86,92,868,89,378,129,2,14,14,2,9,,,,229,145,84,80,51,29,149,94,55,23,12,11,,88,23,108,12
Sevilla,179,46479,Daniel Filipe Martins Carriço,Defender,Daniel Carriço,Daniel Filipe,Martins Carriço,6,848,11,11,10,1,3,,3,,1,,,,,9,,1,8,,,,,,,,,6,,6,,,,562,506,56,547,494,24,166,212,160,476,32,30,24,353,27,153,29,,,,,,,,,67,27,40,26,12,14,41,15,26,8,2,6,,21,8,49,3
Sevilla,179,109653,Marcos Paulo Mesquita Lopes,Forward,Rony Lopes,Marcos Paulo,Mesquita Lopes,7,133,5,5,2,3,2,,2,3,,,,,,4,,,4,,,,,,,,,2,1,1,,,1,43,39,4,42,38,14,7,8,14,38,3,1,1,14,1,26,7,,2,4,1,1,4,1,2,13,3,10,10,3,7,3,,3,,,,,,2,7,
Sevilla,179,17740,Jesús Navas,Defender,,Jesús,Navas,16,3371,38,38,37,1,2,3,37,23,55,7,6,,4,32,3,3,29,,,,,,,,,7,2,5,1,4,,2034,1632,402,2005,1605,469,734,740,91,1504,270,128,132,726,123,961,456,55,177,177,55,37,2,,,217,107,110,161,89,72,56,18,38,27,15,12,,60,31,210,7
Sevilla,179,121117,Lucas Ocampos,Midfielder,,Lucas,Ocampos,5,2753,33,33,31,2,12,12,67,85,21,3,2,,,24,3,3,21,14,14,,11,1,2,5,5,70,36,34,4,14,,839,670,169,835,666,220,211,210,198,644,151,26,18,173,38,516,201,19,70,70,19,56,1,,,482,207,275,413,177,236,69,30,39,54,31,23,,22,22,141,2
Sevilla,179,234548,Alejandro Pozo,Forward,,Alejandro,Pozo,15,1532,22,22,16,6,3,1,17,14,15,2,1,,,31,6,8,23,1,1,,,1,,,,4,2,2,1,3,,661,518,143,641,500,114,261,264,22,485,96,33,47,254,56,278,144,14,57,57,14,7,,,,157,80,77,131,71,60,26,9,17,39,25,14,,24,23,97,2
Sevilla,179,52538,Fernando Francisco Reges,Midfielder,Fernando,Fernando Francisco,Reges,25,2656,34,34,30,4,3,2,12,6,7,3,2,,1,28,1,3,25,2,2,,,,2,,,12,5,7,,3,,1565,1371,194,1523,1332,176,361,524,504,1263,149,108,45,861,87,511,108,1,1,1,1,4,,,,308,172,136,170,96,74,138,76,62,62,33,29,,68,67,187,15
Sevilla,179,199249,Sergio Reguilón,Defender,,Sergio,Reguilón,23,2509,31,31,29,2,3,4,49,20,37,4,4,,,22,1,2,20,2,2,,1,1,,,,16,7,9,,12,,1470,1196,274,1442,1171,280,498,102,590,1124,205,72,69,549,105,675,241,28,72,72,28,21,,,,366,190,176,286,150,136,80,40,40,57,30,27,,42,33,165,5
Sevilla,179,165659,Diego Carlos Santos Silva,Defender,Diego Carlos,Diego Carlos,Santos Silva,20,3135,35,35,35,,1,2,7,,10,,,,1,31,2,3,28,2,2,,,1,1,,,18,3,15,,3,,1902,1601,301,1839,1557,81,693,543,585,1432,135,169,166,1188,105,416,197,3,1,1,3,1,,,,259,148,111,102,51,51,157,97,60,35,23,12,1,174,37,183,24
Sevilla,179,115860,Óliver Torres,Midfielder,,Óliver,Torres,21,1605,28,28,21,7,18,1,20,12,19,3,3,,5,16,2,,16,3,2,1,3,,,,,13,10,3,,3,,949,785,164,932,770,181,252,202,314,697,120,88,44,300,40,493,156,7,28,32,8,9,9,1,4,231,94,137,195,85,110,36,9,27,46,28,18,,7,13,120,1
Sevilla,179,51945,Tomás Vaclik,Goalkeeper,,Tomás,Vaclik,1,2924,33,33,33,,1,,,,,,,,,31,2,3,28,,,,,,,,,,,,,,,771,513,258,435,323,,440,162,169,348,6,165,252,422,70,91,188,,,,,1,,,,10,8,2,2,1,1,8,7,1,,,,,21,,246,
Sevilla,179,100731,Franco Vázquez,Midfielder,,Franco,Vázquez,22,1085,31,31,11,20,8,6,18,8,9,,,,,14,1,1,13,3,3,,,1,2,,,10,7,3,,6,,617,537,80,610,530,150,160,166,141,513,74,24,6,208,18,329,79,,15,17,,7,3,,2,235,115,120,166,79,87,69,36,33,25,17,8,,8,10,88,
Sevilla,179,53041,Luuk de Jong,Forward,,Luuk,de Jong,19,2061,35,35,24,11,13,14,8,8,22,1,1,,,18,1,,18,6,6,,2,2,2,,,51,24,27,3,6,,528,366,162,492,330,136,109,162,121,353,154,13,8,130,36,237,128,1,2,2,1,10,,,,386,208,178,116,60,56,270,148,122,21,10,11,,22,7,60,1
